date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-09-30,pfizer_biontech,fully_vaccinated,4,221,1720704,0.23,NA,1.43,0.08,66.67,36.77,33.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-01,pfizer_biontech,fully_vaccinated,2,223,1728607,0.12,NA,2,0.12,40,36.8,36.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-02,pfizer_biontech,fully_vaccinated,1,224,1734561,0.06,NA,2.14,0.12,50,36.84,39.52,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-03,pfizer_biontech,fully_vaccinated,1,225,1735716,0.06,NA,2.43,0.14,25,36.76,46.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-04,pfizer_biontech,fully_vaccinated,5,230,1743185,0.29,NA,1.86,0.11,50,36.98,37.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-05,pfizer_biontech,fully_vaccinated,1,231,1749324,0.06,NA,2,0.11,20,36.84,38.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-06,pfizer_biontech,fully_vaccinated,3,234,1758758,0.17,NA,2.14,0.12,75,37.08,40.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-07,pfizer_biontech,fully_vaccinated,0,234,1764855,0,NA,2.29,0.13,0,36.91,44.52,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-08,pfizer_biontech,fully_vaccinated,3,237,1773300,0.17,NA,1.86,0.1,50,37.03,43.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-09,pfizer_biontech,fully_vaccinated,2,239,1779832,0.11,NA,2.14,0.12,66.67,37.17,47.38,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-10,pfizer_biontech,fully_vaccinated,2,241,1781107,0.11,NA,2.14,0.12,50,37.25,41.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-11,pfizer_biontech,fully_vaccinated,2,243,1787784,0.11,NA,2.14,0.12,40,37.27,41.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-12,pfizer_biontech,fully_vaccinated,3,246,1793316,0.17,NA,2.14,0.12,50,37.39,42.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-13,pfizer_biontech,fully_vaccinated,3,249,1802874,0.17,NA,2,0.11,33.33,37.33,40.48,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-14,pfizer_biontech,fully_vaccinated,0,249,1809905,0,NA,1.71,0.09,0,36.94,33.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-15,pfizer_biontech,fully_vaccinated,3,252,1819313,0.16,NA,1.71,0.09,60,37.11,31.7,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-16,pfizer_biontech,fully_vaccinated,1,253,1825405,0.05,NA,1.57,0.09,50,37.15,29.32,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-17,pfizer_biontech,fully_vaccinated,0,253,1826312,0,NA,1.43,0.08,0,37.04,28.64,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-18,pfizer_biontech,fully_vaccinated,2,255,1832779,0.11,NA,1.86,0.1,28.57,36.96,35.78,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-19,pfizer_biontech,fully_vaccinated,2,257,1838803,0.11,NA,1.57,0.09,33.33,36.93,30.78,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-20,pfizer_biontech,fully_vaccinated,2,259,1847785,0.11,NA,2.57,0.14,28.57,36.84,34.03,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-21,pfizer_biontech,fully_vaccinated,3,262,1854289,0.16,NA,2.86,0.15,50,36.95,39.74,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-22,pfizer_biontech,fully_vaccinated,1,263,1861080,0.05,NA,2.86,0.15,25,36.89,39.23,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-23,pfizer_biontech,fully_vaccinated,8,271,1865715,0.43,NA,2.86,0.15,72.73,37.43,41.61,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-24,pfizer_biontech,fully_vaccinated,2,273,1866502,0.11,NA,2.86,0.15,40,37.45,42.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-25,pfizer_biontech,fully_vaccinated,2,275,1870971,0.11,NA,2.86,0.15,25,37.31,41.27,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-26,pfizer_biontech,fully_vaccinated,2,277,1875723,0.11,NA,2.86,0.15,50,37.38,41.27,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-27,pfizer_biontech,fully_vaccinated,2,279,1882314,0.11,NA,2.14,0.11,33.33,37.35,38.03,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-28,pfizer_biontech,fully_vaccinated,3,282,1886228,0.16,NA,2.29,0.12,42.86,37.4,43.03,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-29,pfizer_biontech,fully_vaccinated,1,283,1891185,0.05,NA,2.29,0.12,25,37.34,48.98,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-30,pfizer_biontech,fully_vaccinated,3,286,1893832,0.16,NA,3,0.16,50,37.43,52.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-10-31,pfizer_biontech,fully_vaccinated,3,289,1894053,0.16,NA,3.14,0.17,75,37.63,54.31,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-01,pfizer_biontech,fully_vaccinated,2,291,1896796,0.11,NA,3.29,0.17,66.67,37.74,52.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-02,pfizer_biontech,fully_vaccinated,7,298,1899589,0.37,NA,3.43,0.18,77.78,38.21,63.66,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-03,pfizer_biontech,fully_vaccinated,3,301,1903892,0.16,NA,3.43,0.18,42.86,38.25,63.66,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-04,pfizer_biontech,fully_vaccinated,4,305,1906559,0.21,NA,3,0.16,33.33,38.17,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-05,pfizer_biontech,fully_vaccinated,2,307,1910319,0.1,NA,3.14,0.16,100,38.33,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-06,pfizer_biontech,fully_vaccinated,3,310,1912612,0.16,NA,3,0.16,50,38.41,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-07,pfizer_biontech,fully_vaccinated,0,310,1912754,0,NA,4.29,0.22,NA,38.41,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-08,pfizer_biontech,fully_vaccinated,3,313,1915213,0.16,NA,4.43,0.23,50,38.5,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-09,pfizer_biontech,fully_vaccinated,6,319,1917563,0.31,NA,4.86,0.25,60,38.76,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-10,pfizer_biontech,fully_vaccinated,12,331,1921271,0.62,NA,5,0.26,66.67,39.36,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-11,pfizer_biontech,fully_vaccinated,5,336,1923648,0.26,NA,6,0.31,62.5,39.58,57.93,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-12,pfizer_biontech,fully_vaccinated,5,341,1926950,0.26,NA,6.29,0.33,62.5,39.79,56.74,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-13,pfizer_biontech,fully_vaccinated,4,345,1929263,0.21,NA,6.29,0.33,50,39.88,55.96,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-14,pfizer_biontech,fully_vaccinated,7,352,1929412,0.36,NA,4.71,0.24,53.85,40.09,48.22,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-15,pfizer_biontech,fully_vaccinated,5,357,1931564,0.26,NA,5.29,0.27,41.67,40.11,47.87,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-16,pfizer_biontech,fully_vaccinated,6,363,1933327,0.31,NA,4.86,0.25,54.55,40.29,43.02,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-17,pfizer_biontech,fully_vaccinated,1,364,1936449,0.05,NA,5.14,0.27,12.5,40.04,43.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-18,pfizer_biontech,fully_vaccinated,9,373,1938083,0.46,NA,4.86,0.25,60,40.37,43.91,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-19,pfizer_biontech,fully_vaccinated,2,375,1940473,0.1,NA,5,0.26,28.57,40.28,44.55,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-20,pfizer_biontech,fully_vaccinated,6,381,1941893,0.31,NA,4.57,0.24,54.55,40.45,40.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-21,pfizer_biontech,fully_vaccinated,5,386,1942064,0.26,NA,5.43,0.28,55.56,40.59,45.21,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-22,pfizer_biontech,fully_vaccinated,6,392,1943606,0.31,NA,4.86,0.25,46.15,40.66,44.58,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-23,pfizer_biontech,fully_vaccinated,3,395,1944838,0.15,NA,6.14,0.32,25,40.47,49.74,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-24,pfizer_biontech,fully_vaccinated,7,402,1947064,0.36,NA,6,0.31,46.67,40.57,50.88,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-25,pfizer_biontech,fully_vaccinated,5,407,1948469,0.26,NA,5.86,0.3,55.56,40.7,50.08,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-26,pfizer_biontech,fully_vaccinated,11,418,1950465,0.56,NA,6.14,0.31,64.71,41.1,52.28,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-27,pfizer_biontech,fully_vaccinated,5,423,1951863,0.26,NA,6.86,0.35,62.5,41.27,60.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-28,pfizer_biontech,fully_vaccinated,4,427,1952045,0.2,NA,6.86,0.35,50,41.34,63.47,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-29,pfizer_biontech,fully_vaccinated,8,435,1953442,0.41,NA,6.14,0.31,61.54,41.59,55.54,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-11-30,pfizer_biontech,fully_vaccinated,8,443,1954870,0.41,NA,NA,NA,80,41.95,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-12-01,pfizer_biontech,fully_vaccinated,7,450,1957308,0.36,NA,NA,NA,70,42.21,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-12-02,pfizer_biontech,fully_vaccinated,0,450,1958752,0,NA,NA,NA,0,42.17,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-03_07-52-50
2021-01-27,pfizer_biontech,partially_vaccinated,0,0,159989,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-01-28,pfizer_biontech,partially_vaccinated,1,1,163604,0.61,NA,NA,NA,100,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-01-29,pfizer_biontech,partially_vaccinated,0,1,164352,0,NA,NA,NA,NA,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-01-30,pfizer_biontech,partially_vaccinated,1,2,NA,NA,NA,0.43,NA,100,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-01-31,pfizer_biontech,partially_vaccinated,0,2,NA,NA,NA,0.43,NA,NA,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-01,pfizer_biontech,partially_vaccinated,1,3,162542,0.62,NA,0.29,0.18,33.33,60,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-02,pfizer_biontech,partially_vaccinated,0,3,159344,0,NA,0.29,0.18,NA,60,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-03,pfizer_biontech,partially_vaccinated,0,3,156686,0,NA,0.29,0.19,NA,60,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-04,pfizer_biontech,partially_vaccinated,0,3,152981,0,NA,0.43,0.28,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-05,pfizer_biontech,partially_vaccinated,0,3,149111,0,NA,0.29,0.19,0,42.86,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-06,pfizer_biontech,partially_vaccinated,1,4,148205,0.67,NA,0.43,0.29,100,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-07,pfizer_biontech,partially_vaccinated,1,5,148279,0.67,NA,0.43,0.29,100,55.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-08,pfizer_biontech,partially_vaccinated,0,5,141616,0,NA,0.43,0.3,NA,55.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-09,pfizer_biontech,partially_vaccinated,1,6,134480,0.74,NA,0.43,0.32,100,60,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-10,pfizer_biontech,partially_vaccinated,0,6,129477,0,NA,0.57,0.44,0,54.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-11,pfizer_biontech,partially_vaccinated,0,6,122861,0,NA,0.43,0.35,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-12,pfizer_biontech,partially_vaccinated,0,6,116716,0,NA,0.71,0.61,NA,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-13,pfizer_biontech,partially_vaccinated,2,8,115622,1.73,NA,0.71,0.61,100,57.14,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-14,pfizer_biontech,partially_vaccinated,0,8,115386,0,NA,0.71,0.62,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-15,pfizer_biontech,partially_vaccinated,2,10,109404,1.83,NA,0.86,0.79,100,55.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-16,pfizer_biontech,partially_vaccinated,1,11,104568,0.96,NA,1,0.96,33.33,52.38,44.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-17,pfizer_biontech,partially_vaccinated,0,11,99929,0,NA,0.86,0.86,0,50,44.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-18,pfizer_biontech,partially_vaccinated,1,12,94277,1.06,NA,0.86,0.91,50,50,44.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-19,pfizer_biontech,partially_vaccinated,1,13,90913,1.1,NA,0.71,0.78,25,46.43,36.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-20,pfizer_biontech,partially_vaccinated,1,14,91337,1.09,NA,1,1.09,100,48.28,39.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-21,pfizer_biontech,partially_vaccinated,0,14,91429,0,NA,1,1.09,0,46.67,39.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-22,pfizer_biontech,partially_vaccinated,1,15,90033,1.11,NA,0.86,0.96,50,46.88,32.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-23,pfizer_biontech,partially_vaccinated,3,18,90239,3.32,NA,0.71,0.79,50,47.37,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-24,pfizer_biontech,partially_vaccinated,0,18,90535,0,NA,0.57,0.63,0,46.15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-25,pfizer_biontech,partially_vaccinated,0,18,91202,0,NA,0.71,0.78,0,45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-26,pfizer_biontech,partially_vaccinated,0,18,92943,0,NA,0.57,0.61,NA,45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-27,pfizer_biontech,partially_vaccinated,0,18,94195,0,NA,0.14,0.15,NA,45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-02-28,pfizer_biontech,partially_vaccinated,1,19,94437,1.06,NA,0.29,0.31,100,46.34,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-01,pfizer_biontech,partially_vaccinated,0,19,98428,0,NA,0.43,0.44,0,45.24,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-02,pfizer_biontech,partially_vaccinated,0,19,102475,0,NA,0.43,0.42,0,42.22,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-03,pfizer_biontech,partially_vaccinated,1,20,107613,0.93,NA,0.57,0.53,33.33,41.67,40.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-04,pfizer_biontech,partially_vaccinated,1,21,112173,0.89,NA,0.57,0.51,50,42,40.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-05,pfizer_biontech,partially_vaccinated,0,21,116098,0,NA,0.57,0.49,0,41.18,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-06,pfizer_biontech,partially_vaccinated,1,22,116841,0.86,NA,0.57,0.49,100,42.31,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-07,pfizer_biontech,partially_vaccinated,1,23,117716,0.85,NA,0.43,0.37,100,43.4,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-08,pfizer_biontech,partially_vaccinated,0,23,123848,0,NA,0.57,0.46,NA,43.4,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-09,pfizer_biontech,partially_vaccinated,0,23,132442,0,NA,0.71,0.54,0,42.59,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-10,pfizer_biontech,partially_vaccinated,0,23,143140,0,NA,0.71,0.5,0,41.82,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-11,pfizer_biontech,partially_vaccinated,2,25,153315,1.3,NA,1,0.65,100,43.86,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-12,pfizer_biontech,partially_vaccinated,1,26,161085,0.62,NA,1.14,0.71,33.33,43.33,51.19,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-13,pfizer_biontech,partially_vaccinated,1,27,162097,0.62,NA,1.29,0.8,100,44.26,65.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-14,pfizer_biontech,partially_vaccinated,3,30,162736,1.84,NA,1.57,0.96,75,46.15,75,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-15,pfizer_biontech,partially_vaccinated,1,31,167795,0.6,NA,1.57,0.94,50,46.27,67.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-16,pfizer_biontech,partially_vaccinated,1,32,172890,0.58,NA,1.57,0.91,100,47.06,67.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-17,pfizer_biontech,partially_vaccinated,2,34,176353,1.13,NA,1.71,0.97,66.67,47.89,60.71,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-18,pfizer_biontech,partially_vaccinated,2,36,180026,1.11,NA,1.43,0.79,50,48,64.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-19,pfizer_biontech,partially_vaccinated,1,37,185250,0.54,NA,1.29,0.7,33.33,47.44,57.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-20,pfizer_biontech,partially_vaccinated,2,39,185904,1.08,NA,1.14,0.61,50,47.56,42.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-21,pfizer_biontech,partially_vaccinated,1,40,186556,0.54,NA,0.86,0.46,100,48.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-22,pfizer_biontech,partially_vaccinated,0,40,191246,0,NA,0.57,0.3,0,47.62,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-23,pfizer_biontech,partially_vaccinated,0,40,194508,0,NA,0.43,0.22,0,46.51,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-24,pfizer_biontech,partially_vaccinated,0,40,197443,0,NA,0.14,0.07,NA,46.51,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-25,pfizer_biontech,partially_vaccinated,0,40,199982,0,NA,0.14,0.07,0,45.98,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-26,pfizer_biontech,partially_vaccinated,0,40,201668,0,NA,0.14,0.07,NA,45.98,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-27,pfizer_biontech,partially_vaccinated,0,40,202330,0,NA,0.14,0.07,0,44.94,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-28,pfizer_biontech,partially_vaccinated,1,41,204216,0.49,NA,0.14,0.07,50,45.05,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-29,pfizer_biontech,partially_vaccinated,0,41,203058,0,NA,0.14,0.07,0,44.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-30,pfizer_biontech,partially_vaccinated,0,41,201787,0,NA,0.14,0.07,0,43.62,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-03-31,pfizer_biontech,partially_vaccinated,0,41,201081,0,NA,0.43,0.21,0,42.71,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-01,pfizer_biontech,partially_vaccinated,0,41,199188,0,NA,0.43,0.22,0,41.41,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-02,pfizer_biontech,partially_vaccinated,0,41,198711,0,NA,0.57,0.29,0,40.2,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-03,pfizer_biontech,partially_vaccinated,2,43,200061,1,NA,0.71,0.35,50,40.57,26.19,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-04,pfizer_biontech,partially_vaccinated,1,44,199856,0.5,NA,0.71,0.36,50,40.74,26.19,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-05,pfizer_biontech,partially_vaccinated,1,45,199911,0.5,NA,0.86,0.43,33.33,40.54,29.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-06,pfizer_biontech,partially_vaccinated,1,46,195478,0.51,NA,1,0.51,50,40.71,32.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-07,pfizer_biontech,partially_vaccinated,0,46,193893,0,NA,0.86,0.44,0,40,32.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-08,pfizer_biontech,partially_vaccinated,1,47,192922,0.52,NA,1.14,0.59,20,39.17,34.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-09,pfizer_biontech,partially_vaccinated,1,48,193981,0.52,NA,1,0.52,25,38.71,29.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-10,pfizer_biontech,partially_vaccinated,1,49,195682,0.51,NA,1,0.51,50,38.89,26.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-11,pfizer_biontech,partially_vaccinated,3,52,195773,1.53,NA,1,0.51,60,39.69,26.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-12,pfizer_biontech,partially_vaccinated,0,52,204946,0,NA,1,0.49,0,39.1,26.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-13,pfizer_biontech,partially_vaccinated,1,53,213256,0.47,NA,1.29,0.6,33.33,38.97,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-14,pfizer_biontech,partially_vaccinated,0,53,222360,0,NA,1.14,0.51,0,38.69,24.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-15,pfizer_biontech,partially_vaccinated,1,54,230614,0.43,NA,0.71,0.31,16.67,37.76,15.71,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-16,pfizer_biontech,partially_vaccinated,3,57,237570,1.26,NA,0.71,0.3,60,38.51,15.71,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-17,pfizer_biontech,partially_vaccinated,0,57,241098,0,NA,0.57,0.24,0,37.75,10.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-18,pfizer_biontech,partially_vaccinated,0,57,244029,0,NA,0.71,0.29,0,37.5,25.24,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-19,pfizer_biontech,partially_vaccinated,0,57,254674,0,NA,0.71,0.28,0,35.85,30,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-20,pfizer_biontech,partially_vaccinated,0,57,268030,0,NA,0.57,0.21,0,35.4,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-21,pfizer_biontech,partially_vaccinated,1,58,283094,0.35,NA,0.57,0.2,100,35.8,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
2021-04-22,pfizer_biontech,partially_vaccinated,1,59,298362,0.34,NA,0.71,0.24,50,35.98,32.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-03_07-52-50
